 0, 25
 1, 13
 2, 22
 3, 2
 4, 18
 5, 17
 6, 11
 7, 22
 8, 13
 9, 20
 10, 19
 11, 9
 12, 11
 13, 14
 14, 4
 15, 5
 16, 6
 17, 3
 18, 2
 19, 12
 20, 4
 21, 0
 22, 9
 23, 17
 24, 9
 25, 4
 26, 22
 27, 20
 28, 23
 29, 24
 30, 25
 31, 23
 32, 19
 33, 14
 34, 20
 35, 24
 36, 2
 37, 19
 38, 1
 39, 17
 40, 25
 41, 20
 42, 13
 43, 15
 44, 13
 45, 21
 46, 13
 47, 14
 48, 24
 49, 0
 50, 7
 51, 3
 52, 22
 53, 20
 54, 15
 55, 6
 56, 23
 57, 9
 58, 5
 59, 14
 60, 13
 61, 2
 62, 11
 63, 10
 64, 0
 65, 0
 66, 2
 67, 20
 68, 24
 69, 21
 70, 24
 71, 0
 72, 21
 73, 8
 74, 21
 75, 18
 76, 15
 77, 5
 78, 2
 79, 19
Below is the Confusion matrix 
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"
"
Below is the precision recall and f1 measure per class 
0.6,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.75,0.0,1.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.6666666666666666,1.0,0.25,0.5,0.5,0.25,0.3333333333333333,0.4,0.0
